year,level_1,level_2,level_3,value
2004,All Items,Miscellaneous Goods & Services,Other Miscellaneous Expenditure,na
2005,All Items,Food Excl Food Servicing Services,Bread & Cereals,73.036
2005,All Items,Food Excl Food Servicing Services,Meat,75.566
2005,All Items,Food Excl Food Servicing Services,Fish & Seafood,74.464
2005,All Items,Food Excl Food Servicing Services,"Milk, Cheese & Eggs",66.214
2005,All Items,Food Excl Food Servicing Services,Oils & Fats,65.398
2005,All Items,Food Excl Food Servicing Services,Fruits,70.972
2005,All Items,Food Excl Food Servicing Services,Vegetables,73.429
2005,All Items,Food Excl Food Servicing Services,"Sugar, Preserves & Confectionery",79.809
2005,All Items,Food Excl Food Servicing Services,Non-alcoholic Beverages,80.429
2005,All Items,Food Excl Food Servicing Services,Other Food,76.289
2005,All Items,Food Servicing Services,Restaurant Food,78.923
2005,All Items,Food Servicing Services,Fast Food,85.456
2005,All Items,Food Servicing Services,Hawker Food (Incl. Food Courts),80.197
2005,All Items,Food Servicing Services,Catered Food,87.607
2005,All Items,Housing & Utilities,Accommodation,64.686
2005,All Items,Housing & Utilities,Fuel & Utilities,76.645
2005,All Items,Household Durables And Services,Household Durables,97.278
2005,All Items,Household Durables And Services,Household Services & Supplies,76.97
2005,All Items,Health Care,"Medical Products, Appliances & Equipment",80.948
2005,All Items,Health Care,Medical & Dental Treatment,75.318
2005,All Items,Transport,Private Road Transport,71.974
2005,All Items,Transport,Public Road Transport,82.802
2005,All Items,Transport,Other Travel & Transport,84.538
2005,All Items,Recreation & Culture,Recreation & Entertainment,105.603
2005,All Items,Recreation & Culture,"Newspapers, Books & Stationery",90.858
2005,All Items,Recreation & Culture,Holiday Expenses,80.184
2005,All Items,Education,Tuition & Other Fees,74.646
2005,All Items,Education,School Textbooks & Related Study Guides,78.681
2005,All Items,Miscellaneous Goods & Services,Personal Care,92.752
2005,All Items,Miscellaneous Goods & Services,Alcoholic Drinks & Tobacco,85.043
2005,All Items,Miscellaneous Goods & Services,Personal Effects,93.965
2005,All Items,Miscellaneous Goods & Services,Other Miscellaneous Expenditure,na
2006,All Items,Food Excl Food Servicing Services,Bread & Cereals,73.914
2006,All Items,Food Excl Food Servicing Services,Meat,76.483
2006,All Items,Food Excl Food Servicing Services,Fish & Seafood,76.818
2006,All Items,Food Excl Food Servicing Services,"Milk, Cheese & Eggs",67.343
2006,All Items,Food Excl Food Servicing Services,Oils & Fats,66.358
2006,All Items,Food Excl Food Servicing Services,Fruits,71.912
2006,All Items,Food Excl Food Servicing Services,Vegetables,74.379
2006,All Items,Food Excl Food Servicing Services,"Sugar, Preserves & Confectionery",86.752
2006,All Items,Food Excl Food Servicing Services,Non-alcoholic Beverages,82.045
2006,All Items,Food Excl Food Servicing Services,Other Food,77.927
2006,All Items,Food Servicing Services,Restaurant Food,80.094
2006,All Items,Food Servicing Services,Fast Food,86.725
2006,All Items,Food Servicing Services,Hawker Food (Incl. Food Courts),81.137
2006,All Items,Food Servicing Services,Catered Food,87.706
2006,All Items,Housing & Utilities,Accommodation,65.153
2006,All Items,Housing & Utilities,Fuel & Utilities,84.818
2006,All Items,Household Durables And Services,Household Durables,96.973
2006,All Items,Household Durables And Services,Household Services & Supplies,76.312
2006,All Items,Health Care,"Medical Products, Appliances & Equipment",82.459
2006,All Items,Health Care,Medical & Dental Treatment,75.788
2006,All Items,Transport,Private Road Transport,69.353
2006,All Items,Transport,Public Road Transport,85.551
2006,All Items,Transport,Other Travel & Transport,83.892
2006,All Items,Recreation & Culture,Recreation & Entertainment,104.47
2006,All Items,Recreation & Culture,"Newspapers, Books & Stationery",91.653
2006,All Items,Recreation & Culture,Holiday Expenses,79.722
2006,All Items,Education,Tuition & Other Fees,76.981
2006,All Items,Education,School Textbooks & Related Study Guides,81.389
2006,All Items,Miscellaneous Goods & Services,Personal Care,93.232
2006,All Items,Miscellaneous Goods & Services,Alcoholic Drinks & Tobacco,87.528
2006,All Items,Miscellaneous Goods & Services,Personal Effects,96.786
2006,All Items,Miscellaneous Goods & Services,Other Miscellaneous Expenditure,na
2007,All Items,Food Excl Food Servicing Services,Bread & Cereals,76.424
2007,All Items,Food Excl Food Servicing Services,Meat,78.334
2007,All Items,Food Excl Food Servicing Services,Fish & Seafood,78.455
2007,All Items,Food Excl Food Servicing Services,"Milk, Cheese & Eggs",71.504
2007,All Items,Food Excl Food Servicing Services,Oils & Fats,71.598
2007,All Items,Food Excl Food Servicing Services,Fruits,75.265
2007,All Items,Food Excl Food Servicing Services,Vegetables,79.128
2007,All Items,Food Excl Food Servicing Services,"Sugar, Preserves & Confectionery",90.704
2007,All Items,Food Excl Food Servicing Services,Non-alcoholic Beverages,86.725
2007,All Items,Food Excl Food Servicing Services,Other Food,79.964
2007,All Items,Food Servicing Services,Restaurant Food,82.926
2007,All Items,Food Servicing Services,Fast Food,88.573
2007,All Items,Food Servicing Services,Hawker Food (Incl. Food Courts),82.579
2007,All Items,Food Servicing Services,Catered Food,89.663
2007,All Items,Housing & Utilities,Accommodation,66.199
2007,All Items,Housing & Utilities,Fuel & Utilities,83.317
2007,All Items,Household Durables And Services,Household Durables,96.4
2007,All Items,Household Durables And Services,Household Services & Supplies,77.127
2007,All Items,Health Care,"Medical Products, Appliances & Equipment",86.029
2007,All Items,Health Care,Medical & Dental Treatment,78.754
2007,All Items,Transport,Private Road Transport,70.733
2007,All Items,Transport,Public Road Transport,88.783
2007,All Items,Transport,Other Travel & Transport,86.111
2007,All Items,Recreation & Culture,Recreation & Entertainment,103.707
2007,All Items,Recreation & Culture,"Newspapers, Books & Stationery",92.402
2007,All Items,Recreation & Culture,Holiday Expenses,85.966
2007,All Items,Education,Tuition & Other Fees,79.024
2007,All Items,Education,School Textbooks & Related Study Guides,84.801
2007,All Items,Miscellaneous Goods & Services,Personal Care,94.765
2007,All Items,Miscellaneous Goods & Services,Alcoholic Drinks & Tobacco,89.573
2007,All Items,Miscellaneous Goods & Services,Personal Effects,98.857
2007,All Items,Miscellaneous Goods & Services,Other Miscellaneous Expenditure,na
2008,All Items,Food Excl Food Servicing Services,Bread & Cereals,88.536
2008,All Items,Food Excl Food Servicing Services,Meat,86.893
2008,All Items,Food Excl Food Servicing Services,Fish & Seafood,82.082
2008,All Items,Food Excl Food Servicing Services,"Milk, Cheese & Eggs",79.891
2008,All Items,Food Excl Food Servicing Services,Oils & Fats,95.635
2008,All Items,Food Excl Food Servicing Services,Fruits,79.97
2008,All Items,Food Excl Food Servicing Services,Vegetables,83.921
2008,All Items,Food Excl Food Servicing Services,"Sugar, Preserves & Confectionery",95.395
2008,All Items,Food Excl Food Servicing Services,Non-alcoholic Beverages,92.716
2008,All Items,Food Excl Food Servicing Services,Other Food,86.219
2008,All Items,Food Servicing Services,Restaurant Food,87.629
2008,All Items,Food Servicing Services,Fast Food,91.262
2008,All Items,Food Servicing Services,Hawker Food (Incl. Food Courts),88.098
2008,All Items,Food Servicing Services,Catered Food,94.377
2008,All Items,Housing & Utilities,Accommodation,75.583
2008,All Items,Housing & Utilities,Fuel & Utilities,98.181
2008,All Items,Household Durables And Services,Household Durables,98.827
2008,All Items,Household Durables And Services,Household Services & Supplies,78.834
2008,All Items,Health Care,"Medical Products, Appliances & Equipment",90.872
2008,All Items,Health Care,Medical & Dental Treatment,82.973
2008,All Items,Transport,Private Road Transport,73.101
2008,All Items,Transport,Public Road Transport,93.774
2008,All Items,Transport,Other Travel & Transport,95.881
2008,All Items,Recreation & Culture,Recreation & Entertainment,104.588
2008,All Items,Recreation & Culture,"Newspapers, Books & Stationery",94.927
2008,All Items,Recreation & Culture,Holiday Expenses,91.901
2008,All Items,Education,Tuition & Other Fees,82.75
2008,All Items,Education,School Textbooks & Related Study Guides,87.988
2008,All Items,Miscellaneous Goods & Services,Personal Care,96.785
2008,All Items,Miscellaneous Goods & Services,Alcoholic Drinks & Tobacco,91.446
2008,All Items,Miscellaneous Goods & Services,Personal Effects,99.893
2008,All Items,Miscellaneous Goods & Services,Other Miscellaneous Expenditure,na
2009,All Items,Food Excl Food Servicing Services,Bread & Cereals,91.652
2009,All Items,Food Excl Food Servicing Services,Meat,91.315
2009,All Items,Food Excl Food Servicing Services,Fish & Seafood,83.368
2009,All Items,Food Excl Food Servicing Services,"Milk, Cheese & Eggs",81.454
2009,All Items,Food Excl Food Servicing Services,Oils & Fats,95.123
2009,All Items,Food Excl Food Servicing Services,Fruits,82.116
2009,All Items,Food Excl Food Servicing Services,Vegetables,84.778
2009,All Items,Food Excl Food Servicing Services,"Sugar, Preserves & Confectionery",95.619
2009,All Items,Food Excl Food Servicing Services,Non-alcoholic Beverages,93.159
2009,All Items,Food Excl Food Servicing Services,Other Food,90.115
2009,All Items,Food Servicing Services,Restaurant Food,88.576
2009,All Items,Food Servicing Services,Fast Food,93.488
2009,All Items,Food Servicing Services,Hawker Food (Incl. Food Courts),90.313
2009,All Items,Food Servicing Services,Catered Food,95.77
2009,All Items,Housing & Utilities,Accommodation,79.651
2009,All Items,Housing & Utilities,Fuel & Utilities,84.788
2009,All Items,Household Durables And Services,Household Durables,98.671
2009,All Items,Household Durables And Services,Household Services & Supplies,80.154
2009,All Items,Health Care,"Medical Products, Appliances & Equipment",91.046
2009,All Items,Health Care,Medical & Dental Treatment,84.873
2009,All Items,Transport,Private Road Transport,70.562
2009,All Items,Transport,Public Road Transport,92.569
2009,All Items,Transport,Other Travel & Transport,85.788
2009,All Items,Recreation & Culture,Recreation & Entertainment,103.741
2009,All Items,Recreation & Culture,"Newspapers, Books & Stationery",98.511
2009,All Items,Recreation & Culture,Holiday Expenses,89.349
2009,All Items,Education,Tuition & Other Fees,83.333
2009,All Items,Education,School Textbooks & Related Study Guides,89.781
2009,All Items,Miscellaneous Goods & Services,Personal Care,97.164
2009,All Items,Miscellaneous Goods & Services,Alcoholic Drinks & Tobacco,91.969
2009,All Items,Miscellaneous Goods & Services,Personal Effects,99.318
2009,All Items,Miscellaneous Goods & Services,Other Miscellaneous Expenditure,na
2010,All Items,Food Excl Food Servicing Services,Bread & Cereals,93.451
2010,All Items,Food Excl Food Servicing Services,Meat,92.913
2010,All Items,Food Excl Food Servicing Services,Fish & Seafood,85.429
2010,All Items,Food Excl Food Servicing Services,"Milk, Cheese & Eggs",83.507
2010,All Items,Food Excl Food Servicing Services,Oils & Fats,93.207
2010,All Items,Food Excl Food Servicing Services,Fruits,83.658
2010,All Items,Food Excl Food Servicing Services,Vegetables,89.472
2010,All Items,Food Excl Food Servicing Services,"Sugar, Preserves & Confectionery",98.724
2010,All Items,Food Excl Food Servicing Services,Non-alcoholic Beverages,93.478
2010,All Items,Food Excl Food Servicing Services,Other Food,91.452
2010,All Items,Food Servicing Services,Restaurant Food,89.573
2010,All Items,Food Servicing Services,Fast Food,93.972
2010,All Items,Food Servicing Services,Hawker Food (Incl. Food Courts),90.886
2010,All Items,Food Servicing Services,Catered Food,95.789
2010,All Items,Housing & Utilities,Accommodation,80.377
2010,All Items,Housing & Utilities,Fuel & Utilities,93.003
2010,All Items,Household Durables And Services,Household Durables,98.669
2010,All Items,Household Durables And Services,Household Services & Supplies,81.351
2010,All Items,Health Care,"Medical Products, Appliances & Equipment",92.219
2010,All Items,Health Care,Medical & Dental Treatment,86.532
2010,All Items,Transport,Private Road Transport,80.216
2010,All Items,Transport,Public Road Transport,92.285
2010,All Items,Transport,Other Travel & Transport,88.584
2010,All Items,Recreation & Culture,Recreation & Entertainment,102.459
2010,All Items,Recreation & Culture,"Newspapers, Books & Stationery",99.045
2010,All Items,Recreation & Culture,Holiday Expenses,92.511
2010,All Items,Education,Tuition & Other Fees,86.208
2010,All Items,Education,School Textbooks & Related Study Guides,91.705
2010,All Items,Miscellaneous Goods & Services,Personal Care,97.752
2010,All Items,Miscellaneous Goods & Services,Alcoholic Drinks & Tobacco,92.392
2010,All Items,Miscellaneous Goods & Services,Personal Effects,100.446
2010,All Items,Miscellaneous Goods & Services,Other Miscellaneous Expenditure,na
2011,All Items,Food Excl Food Servicing Services,Bread & Cereals,95.207
2011,All Items,Food Excl Food Servicing Services,Meat,95.566
2011,All Items,Food Excl Food Servicing Services,Fish & Seafood,90.555
2011,All Items,Food Excl Food Servicing Services,"Milk, Cheese & Eggs",87.426
2011,All Items,Food Excl Food Servicing Services,Oils & Fats,97.267
2011,All Items,Food Excl Food Servicing Services,Fruits,86.743
2011,All Items,Food Excl Food Servicing Services,Vegetables,92.851
2011,All Items,Food Excl Food Servicing Services,"Sugar, Preserves & Confectionery",100.837
2011,All Items,Food Excl Food Servicing Services,Non-alcoholic Beverages,95.934
2011,All Items,Food Excl Food Servicing Services,Other Food,93.973
2011,All Items,Food Servicing Services,Restaurant Food,92.108
2011,All Items,Food Servicing Services,Fast Food,95.753
2011,All Items,Food Servicing Services,Hawker Food (Incl. Food Courts),93.406
2011,All Items,Food Servicing Services,Catered Food,97.048
2011,All Items,Housing & Utilities,Accommodation,87.923
2011,All Items,Housing & Utilities,Fuel & Utilities,99.507
2011,All Items,Household Durables And Services,Household Durables,98.811
2011,All Items,Household Durables And Services,Household Services & Supplies,88.821
2011,All Items,Health Care,"Medical Products, Appliances & Equipment",94.626
2011,All Items,Health Care,Medical & Dental Treatment,88.525
2011,All Items,Transport,Private Road Transport,92.227
2011,All Items,Transport,Public Road Transport,93.181
2011,All Items,Transport,Other Travel & Transport,92.791
2011,All Items,Recreation & Culture,Recreation & Entertainment,95.289
2011,All Items,Recreation & Culture,"Newspapers, Books & Stationery",99.287
2011,All Items,Recreation & Culture,Holiday Expenses,96.402
2011,All Items,Education,Tuition & Other Fees,89.247
2011,All Items,Education,School Textbooks & Related Study Guides,96.469
2011,All Items,Miscellaneous Goods & Services,Personal Care,98.775
2011,All Items,Miscellaneous Goods & Services,Alcoholic Drinks & Tobacco,93.309
2011,All Items,Miscellaneous Goods & Services,Personal Effects,100.175
2011,All Items,Miscellaneous Goods & Services,Other Miscellaneous Expenditure,na
2012,All Items,Food Excl Food Servicing Services,Bread & Cereals,96.987
2012,All Items,Food Excl Food Servicing Services,Meat,97.36
2012,All Items,Food Excl Food Servicing Services,Fish & Seafood,94.179
2012,All Items,Food Excl Food Servicing Services,"Milk, Cheese & Eggs",91.211
2012,All Items,Food Excl Food Servicing Services,Oils & Fats,100.185
2012,All Items,Food Excl Food Servicing Services,Fruits,88.866
2012,All Items,Food Excl Food Servicing Services,Vegetables,93.997
2012,All Items,Food Excl Food Servicing Services,"Sugar, Preserves & Confectionery",100.827
2012,All Items,Food Excl Food Servicing Services,Non-alcoholic Beverages,97.855
2012,All Items,Food Excl Food Servicing Services,Other Food,96.329
2012,All Items,Food Servicing Services,Restaurant Food,95.333
2012,All Items,Food Servicing Services,Fast Food,95.714
2012,All Items,Food Servicing Services,Hawker Food (Incl. Food Courts),95.221
2012,All Items,Food Servicing Services,Catered Food,97.842
2012,All Items,Housing & Utilities,Accommodation,95.762
2012,All Items,Housing & Utilities,Fuel & Utilities,105.243
2012,All Items,Household Durables And Services,Household Durables,98.871
2012,All Items,Household Durables And Services,Household Services & Supplies,91.785
2012,All Items,Health Care,"Medical Products, Appliances & Equipment",97.033
2012,All Items,Health Care,Medical & Dental Treatment,92.845
2012,All Items,Transport,Private Road Transport,99.312
2012,All Items,Transport,Public Road Transport,97.659
2012,All Items,Transport,Other Travel & Transport,95.734
2012,All Items,Recreation & Culture,Recreation & Entertainment,96.325
2012,All Items,Recreation & Culture,"Newspapers, Books & Stationery",99.569
2012,All Items,Recreation & Culture,Holiday Expenses,97.475
2012,All Items,Education,Tuition & Other Fees,92.966
2012,All Items,Education,School Textbooks & Related Study Guides,97.599
2012,All Items,Miscellaneous Goods & Services,Personal Care,99.118
2012,All Items,Miscellaneous Goods & Services,Alcoholic Drinks & Tobacco,93.919
2012,All Items,Miscellaneous Goods & Services,Personal Effects,99.93
2012,All Items,Miscellaneous Goods & Services,Other Miscellaneous Expenditure,na
2013,All Items,Food Excl Food Servicing Services,Bread & Cereals,98.449
2013,All Items,Food Excl Food Servicing Services,Meat,98.318
2013,All Items,Food Excl Food Servicing Services,Fish & Seafood,97.163
2013,All Items,Food Excl Food Servicing Services,"Milk, Cheese & Eggs",95.148
2013,All Items,Food Excl Food Servicing Services,Oils & Fats,99.409
2013,All Items,Food Excl Food Servicing Services,Fruits,92.777
2013,All Items,Food Excl Food Servicing Services,Vegetables,96.619
2013,All Items,Food Excl Food Servicing Services,"Sugar, Preserves & Confectionery",100.548
2013,All Items,Food Excl Food Servicing Services,Non-alcoholic Beverages,98.973
2013,All Items,Food Excl Food Servicing Services,Other Food,97.687
2013,All Items,Food Servicing Services,Restaurant Food,97.654
2013,All Items,Food Servicing Services,Fast Food,96.626
2013,All Items,Food Servicing Services,Hawker Food (Incl. Food Courts),97.018
2013,All Items,Food Servicing Services,Catered Food,98.721
2013,All Items,Housing & Utilities,Accommodation,99.652
2013,All Items,Housing & Utilities,Fuel & Utilities,101.281
2013,All Items,Household Durables And Services,Household Durables,99.209
2013,All Items,Household Durables And Services,Household Services & Supplies,97.894
2013,All Items,Health Care,"Medical Products, Appliances & Equipment",99.149
2013,All Items,Health Care,Medical & Dental Treatment,96.788
2013,All Items,Transport,Private Road Transport,102.024
2013,All Items,Transport,Public Road Transport,98.016
2013,All Items,Transport,Other Travel & Transport,98.795
2013,All Items,Recreation & Culture,Recreation & Entertainment,98.226
2013,All Items,Recreation & Culture,"Newspapers, Books & Stationery",99.746
2013,All Items,Recreation & Culture,Holiday Expenses,97.975
2013,All Items,Education,Tuition & Other Fees,96.647
2013,All Items,Education,School Textbooks & Related Study Guides,98.132
2013,All Items,Miscellaneous Goods & Services,Personal Care,100.23
2013,All Items,Miscellaneous Goods & Services,Alcoholic Drinks & Tobacco,94.378
2013,All Items,Miscellaneous Goods & Services,Personal Effects,99.718
2013,All Items,Miscellaneous Goods & Services,Other Miscellaneous Expenditure,na
2014,All Items,Food Excl Food Servicing Services,Bread & Cereals,99.992
2014,All Items,Food Excl Food Servicing Services,Meat,99.993
2014,All Items,Food Excl Food Servicing Services,Fish & Seafood,99.919
2014,All Items,Food Excl Food Servicing Services,"Milk, Cheese & Eggs",99.998
2014,All Items,Food Excl Food Servicing Services,Oils & Fats,100
2014,All Items,Food Excl Food Servicing Services,Fruits,99.868
2014,All Items,Food Excl Food Servicing Services,Vegetables,99.912
2014,All Items,Food Excl Food Servicing Services,"Sugar, Preserves & Confectionery",99.997
2014,All Items,Food Excl Food Servicing Services,Non-alcoholic Beverages,99.996
2014,All Items,Food Excl Food Servicing Services,Other Food,99.988
2014,All Items,Food Servicing Services,Restaurant Food,99.972
2014,All Items,Food Servicing Services,Fast Food,100
2014,All Items,Food Servicing Services,Hawker Food (Incl. Food Courts),99.988
2014,All Items,Food Servicing Services,Catered Food,99.989
2014,All Items,Housing & Utilities,Accommodation,100
2014,All Items,Housing & Utilities,Fuel & Utilities,99.997
2014,All Items,Household Durables And Services,Household Durables,99.911
2014,All Items,Household Durables And Services,Household Services & Supplies,99.993
2014,All Items,Health Care,"Medical Products, Appliances & Equipment",99.952
2014,All Items,Health Care,Medical & Dental Treatment,99.987
2014,All Items,Transport,Private Road Transport,99.999
2014,All Items,Transport,Public Road Transport,100.012
2014,All Items,Transport,Other Travel & Transport,99.92
2014,All Items,Recreation & Culture,Recreation & Entertainment,99.979
2014,All Items,Recreation & Culture,"Newspapers, Books & Stationery",99.995
2014,All Items,Recreation & Culture,Holiday Expenses,99.965
2014,All Items,Education,Tuition & Other Fees,100
2014,All Items,Education,School Textbooks & Related Study Guides,100
2014,All Items,Miscellaneous Goods & Services,Personal Care,99.89
2014,All Items,Miscellaneous Goods & Services,Alcoholic Drinks & Tobacco,99.984
2014,All Items,Miscellaneous Goods & Services,Personal Effects,99.851
2014,All Items,Miscellaneous Goods & Services,Other Miscellaneous Expenditure,99.976
2015,All Items,Food Excl Food Servicing Services,Bread & Cereals,101.279
2015,All Items,Food Excl Food Servicing Services,Meat,100.65
2015,All Items,Food Excl Food Servicing Services,Fish & Seafood,101.384
2015,All Items,Food Excl Food Servicing Services,"Milk, Cheese & Eggs",101.958
2015,All Items,Food Excl Food Servicing Services,Oils & Fats,99.499
2015,All Items,Food Excl Food Servicing Services,Fruits,101.673
2015,All Items,Food Excl Food Servicing Services,Vegetables,100.854
2015,All Items,Food Excl Food Servicing Services,"Sugar, Preserves & Confectionery",100.903
2015,All Items,Food Excl Food Servicing Services,Non-alcoholic Beverages,100.31
2015,All Items,Food Excl Food Servicing Services,Other Food,101.834
2015,All Items,Food Servicing Services,Restaurant Food,103.167
2015,All Items,Food Servicing Services,Fast Food,101.67
2015,All Items,Food Servicing Services,Hawker Food (Incl. Food Courts),101.883
2015,All Items,Food Servicing Services,Catered Food,100.205
2015,All Items,Housing & Utilities,Accommodation,97.387
2015,All Items,Housing & Utilities,Fuel & Utilities,90.183
2015,All Items,Household Durables And Services,Household Durables,100.45
2015,All Items,Household Durables And Services,Household Services & Supplies,98.691
2015,All Items,Health Care,"Medical Products, Appliances & Equipment",100.788
2015,All Items,Health Care,Medical & Dental Treatment,99.631
2015,All Items,Transport,Private Road Transport,97.821
2015,All Items,Transport,Public Road Transport,102.065
2015,All Items,Transport,Other Travel & Transport,96.824
2015,All Items,Recreation & Culture,Recreation & Entertainment,100.244
2015,All Items,Recreation & Culture,"Newspapers, Books & Stationery",101.468
2015,All Items,Recreation & Culture,Holiday Expenses,100.203
2015,All Items,Education,Tuition & Other Fees,103.482
2015,All Items,Education,School Textbooks & Related Study Guides,100.593
2015,All Items,Miscellaneous Goods & Services,Personal Care,99.498
2015,All Items,Miscellaneous Goods & Services,Alcoholic Drinks & Tobacco,100.999
2015,All Items,Miscellaneous Goods & Services,Personal Effects,98.619
2015,All Items,Miscellaneous Goods & Services,Other Miscellaneous Expenditure,100.717
2016,All Items,Food Excl Food Servicing Services,Bread & Cereals,102.556
2016,All Items,Food Excl Food Servicing Services,Meat,102.76
2016,All Items,Food Excl Food Servicing Services,Fish & Seafood,105.813
2016,All Items,Food Excl Food Servicing Services,"Milk, Cheese & Eggs",103.642
2016,All Items,Food Excl Food Servicing Services,Oils & Fats,98.025
2016,All Items,Food Excl Food Servicing Services,Fruits,104.141
2016,All Items,Food Excl Food Servicing Services,Vegetables,104.859
2016,All Items,Food Excl Food Servicing Services,"Sugar, Preserves & Confectionery",102.62
2016,All Items,Food Excl Food Servicing Services,Non-alcoholic Beverages,100.483
2016,All Items,Food Excl Food Servicing Services,Other Food,103.962
2016,All Items,Food Servicing Services,Restaurant Food,105.534
2016,All Items,Food Servicing Services,Fast Food,103.938
2016,All Items,Food Servicing Services,Hawker Food (Incl. Food Courts),103.592
2016,All Items,Food Servicing Services,Catered Food,100.925
2016,All Items,Housing & Utilities,Accommodation,93.971
2016,All Items,Housing & Utilities,Fuel & Utilities,82.752
2016,All Items,Household Durables And Services,Household Durables,100.747
2016,All Items,Household Durables And Services,Household Services & Supplies,101.395
2016,All Items,Health Care,"Medical Products, Appliances & Equipment",100.731
2016,All Items,Health Care,Medical & Dental Treatment,101.038
2016,All Items,Transport,Private Road Transport,94.839
2016,All Items,Transport,Public Road Transport,101.965
2016,All Items,Transport,Other Travel & Transport,94.595
2016,All Items,Recreation & Culture,Recreation & Entertainment,100.365
2016,All Items,Recreation & Culture,"Newspapers, Books & Stationery",106.623
2016,All Items,Recreation & Culture,Holiday Expenses,101.412
2016,All Items,Education,Tuition & Other Fees,106.7
2016,All Items,Education,School Textbooks & Related Study Guides,101.377
2016,All Items,Miscellaneous Goods & Services,Personal Care,99.544
2016,All Items,Miscellaneous Goods & Services,Alcoholic Drinks & Tobacco,101.193
2016,All Items,Miscellaneous Goods & Services,Personal Effects,99.994
2016,All Items,Miscellaneous Goods & Services,Other Miscellaneous Expenditure,100.728
2017,All Items,Food Excl Food Servicing Services,Bread & Cereals,103.185
2017,All Items,Food Excl Food Servicing Services,Meat,103.339
2017,All Items,Food Excl Food Servicing Services,Fish & Seafood,108.473
2017,All Items,Food Excl Food Servicing Services,"Milk, Cheese & Eggs",104.243
2017,All Items,Food Excl Food Servicing Services,Oils & Fats,98.181
2017,All Items,Food Excl Food Servicing Services,Fruits,106.934
2017,All Items,Food Excl Food Servicing Services,Vegetables,106.422
2017,All Items,Food Excl Food Servicing Services,"Sugar, Preserves & Confectionery",104.627
2017,All Items,Food Excl Food Servicing Services,Non-alcoholic Beverages,100.956
2017,All Items,Food Excl Food Servicing Services,Other Food,105.152
2017,All Items,Food Servicing Services,Restaurant Food,106.744
2017,All Items,Food Servicing Services,Fast Food,105.099
2017,All Items,Food Servicing Services,Hawker Food (Incl. Food Courts),105.35
2017,All Items,Food Servicing Services,Catered Food,102.662
2017,All Items,Housing & Utilities,Accommodation,90.215
2017,All Items,Housing & Utilities,Fuel & Utilities,89.957
2017,All Items,Household Durables And Services,Household Durables,99.672
2017,All Items,Household Durables And Services,Household Services & Supplies,103.761
2017,All Items,Health Care,"Medical Products, Appliances & Equipment",100.621
2017,All Items,Health Care,Medical & Dental Treatment,104.33
2017,All Items,Transport,Private Road Transport,98.863
2017,All Items,Transport,Public Road Transport,99.745
2017,All Items,Transport,Other Travel & Transport,94.594
2017,All Items,Recreation & Culture,Recreation & Entertainment,100.536
2017,All Items,Recreation & Culture,"Newspapers, Books & Stationery",107.756
2017,All Items,Recreation & Culture,Holiday Expenses,101.805
2017,All Items,Education,Tuition & Other Fees,109.956
2017,All Items,Education,School Textbooks & Related Study Guides,101.872
2017,All Items,Miscellaneous Goods & Services,Personal Care,98.57
2017,All Items,Miscellaneous Goods & Services,Alcoholic Drinks & Tobacco,101.485
2017,All Items,Miscellaneous Goods & Services,Personal Effects,102.36
2017,All Items,Miscellaneous Goods & Services,Other Miscellaneous Expenditure,102.521
